Date/Time,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather
2013-01-01 00:00:00,17.71404078823387,4.2144751894205275,95.07937858897799,10.062706043224505,7.339149504866404,99.09830531593974,Clear
2013-01-01 01:00:00,2.7398139843031277,4.395297720665101,84.76543479132525,24.69273941337975,16.213813710666976,100.36197935154765,Cloudy
2013-01-01 02:00:00,23.47630538764396,9.793682087606724,70.67355449819452,17.349967871796593,6.622083083543185,99.67302183620934,Rain
2013-01-01 03:00:00,12.796568815041917,5.39323974322702,95.55946875951176,20.414926578213144,2.346952401386968,100.10892553261708,Clear
2013-01-01 04:00:00,15.261560540867801,5.585885822906515,98.46832598644984,22.651490275626347,15.713094474818263,98.216441613427,Cloudy
2013-01-01 05:00:00,16.565750548463292,10.294755468068796,99.42298979126798,20.881674807234123,1.2212192666147677,98.8315382322891,Cloudy
2013-01-01 06:00:00,11.92424376180881,7.362707839709181,83.36167716904643,8.309043331511386,18.281288744675333,99.12795945965615,Clear
2013-01-01 07:00:00,11.22093431490811,22.81487706783866,61.61622173086551,14.643521970624185,15.20003632990029,100.28991823353587,Cloudy
2013-01-01 08:00:00,19.54122538124473,1.3363284127461004,50.37141637073511,6.951251454509064,16.520823464901735,98.83493672436906,Cloudy
2013-01-01 09:00:00,17.48261560497549,9.988496660550076,50.84172210789294,5.060433371002404,10.351605521823377,100.1207116558609,Cloudy
2013-01-01 10:00:00,13.094089989462667,7.298158121176296,65.0470873479656,23.941813779580276,19.262423283173238,100.73311180873205,Clear
2013-01-01 11:00:00,11.376911616582717,4.037805162202565,74.40279188788585,13.767164100347337,7.664512709236986,98.34020503893095,Rain
2013-01-01 12:00:00,15.320515832854358,17.43169643943029,50.15938375804024,18.335120994913414,19.57385668476422,100.02073317800127,Rain
2013-01-01 13:00:00,17.415007517300005,3.177245737428641,58.3859559899862,11.83674197420255,3.5893050467267433,99.52049411568994,Cloudy
2013-01-01 14:00:00,20.161499976733467,14.605839311917293,70.60617090647591,19.662467076898892,3.9579869024162972,101.93515444717295,Rain
2013-01-01 15:00:00,18.662445400581756,4.807883190849403,96.63518256638622,24.148081542495216,6.664802907355098,100.41880934970158,Clear
2013-01-01 16:00:00,10.124206484761991,14.253827220555848,93.12454654822517,8.973253114868662,11.274976699613308,98.28472013057258,Rain
2013-01-01 17:00:00,13.831367345989328,6.105543036640906,94.98416776743505,13.112461790126195,7.604019307972322,101.38887841014251,Clear
2013-01-01 18:00:00,14.93447155014303,12.576586341808182,98.12916698655509,22.246318876260755,15.71829936206563,101.26831571232478,Rain
2013-01-01 19:00:00,20.309101534937632,15.407955373894437,77.5178641587873,19.383160727134513,3.324746047328641,99.64744536213485,Clear
2013-01-01 20:00:00,5.427782257401466,13.803180327403197,95.56188011668263,9.599972283993427,18.13231278045743,99.84140339690107,Snow
2013-01-01 21:00:00,6.38587630987611,16.199146804803014,92.64569450428415,19.16206995792652,12.198102030223271,99.3880752701704,Clear
2013-01-01 22:00:00,6.526047179125198,7.253192202029011,50.439737257276484,11.84035029849478,16.40938352361119,100.0202599173094,Snow
2013-01-01 23:00:00,11.644862230042186,10.11652697449826,53.58194577093693,12.736540031653886,3.064977268008689,100.72601464461995,Snow
